community,unit_price,hourseSize,fitment,总价
世纪村四期,97371.0,51.35,精装,500.0
太古城南,147627.0,88.06,精装,1300.0
海印长城,94180.0,176.26,精装,1660.02
侨城馨苑,66088.0,77.17,精装,510.0
栖游家园,83392.0,57.56,精装,480.0
鼎太风华二期,83379.0,129.53,精装,1080.01
颐安阅海,168144.0,89.15,精装,1499.0
世纪假日广场,76941.0,45.36,精装,349.0
假日湾,75676.0,138.75,精装,1050.0
翡翠明珠花园,64085.0,35.11,简装,225.0
南国丽城,70991.0,104.24,精装,740.01
德意名居二期,78768.0,87.6,简装,690.01
前海康城华府,88822.0,151.99,精装,1350.01
侨城馨苑,65035.0,64.12,简装,417.0
阳光棕榈园二期,76208.0,124.66,简装,950.01
海境界家园一期,119482.0,87.88,精装,1050.01
新街口花园,75787.0,79.83,简装,605.01
龙祥苑,67350.0,86.86,精装,585.0
泰阳硅谷公寓,157508.0,28.57,简装,450.0
汉京山,108641.0,59.37,精装,645.0
创世纪滨海花园,77893.0,117.47,精装,915.01
中海阳光玫瑰园,102858.0,71.75,精装,738.01
丽乐美居,69245.0,34.66,精装,240.0
山海津,83835.0,71.57,精装,600.01
大陆庄园,61819.0,82.5,简装,510.01
新街口花园,72290.0,66.4,精装,480.01
桃苑小区,72290.0,29.05,简装,210.0
前海明珠,65953.0,84.91,简装,560.01
国际市长交流中心,48437.0,39.02,简装,189.0
星海名城一期一组团,120894.0,70.31,精装,850.01
中海深圳湾畔花园,76824.0,123.66,精装,950.01
中熙君南山,105915.0,84.03,精装,890.0
松坪村东区三期,85350.0,60.34,精装,515.0
深物业前海港湾花园,101158.0,82.05,精装,830.0
前海时代广场,112957.0,88.53,精装,1000.01
中泰天成南山一品,91534.0,87.4,精装,800.01
科苑学里,111713.0,112.79,精装,1260.01
蔚蓝海岸1期,113027.0,70.78,精装,800.01
城市山谷三期,147795.0,43.98,精装,650.0
湖彬苑,69675.0,45.21,简装,315.0
首地容御,78359.0,150.59,简装,1180.01
万科云城,70670.0,50.8,精装,359.0
雅仕荔景苑,84097.0,66.59,精装,560.0
缤纷年华,113187.0,70.68,简装,800.01
西海湾花园,92603.0,74.08,精装,686.0
海典居,66553.0,58.6,简装,390.0
荟芳园,59811.0,120.38,精装,720.0
栖游家园,86740.0,88.31,精装,766.0
金色阳光雅居,87632.0,63.79,其他,559.0
中海深圳湾畔花园,85514.0,99.4,其他,850.01
仓前锦福苑,59928.0,115.14,其他,690.01
新街口花园,77909.0,57.76,简装,450.0
深南花园,84295.0,80.67,简装,680.01
光彩新世纪家园,85030.0,68.8,其他,585.01
深华园南山区,70802.0,50.14,精装,355.0
西海明珠花园,93144.0,38.65,精装,360.0
桃苑公寓,58841.0,34.84,其他,205.0
椰风海岸,78908.0,105.82,精装,835.0
天马综合楼,64578.0,67.98,精装,439.0
栖游家园,99583.0,31.13,精装,310.0
百富大厦南山区,91546.0,37.14,其他,340.0
苏豪名厦,49179.0,73.0,其他,359.01
中旅广场,69482.0,93.55,其他,650.0
康乐大厦,66528.0,76.66,其他,510.0
时代骄子大厦,76164.0,35.45,其他,270.0
山语海,113624.0,88.01,其他,1000.0
仓前锦福苑,71825.0,79.36,其他,570.0
前海时代广场,144855.0,49.36,精装,715.0
四海公寓,97205.0,61.52,简装,598.01
龙辉花园,64904.0,81.66,其他,530.01
东方美地苑,87080.0,35.37,其他,308.0
缤纷年华,116599.0,76.33,其他,890.0
海伴雅居,80554.0,61.45,其他,495.0
前海金岸,101157.0,27.68,精装,280.0
惠中名苑,80304.0,66.0,其他,530.01
西海明珠花园,104229.0,64.09,精装,668.0
荔苑小区,77125.0,80.39,精装,620.01
海尚国际,79269.0,82.0,精装,650.01
诺德假日花园,112064.0,66.48,其他,745.0
星海名城五期,99482.0,48.25,精装,480.0
艺华花园,69713.0,42.46,简装,296.0
鸿洲新都,79388.0,62.73,其他,498.0
雅仕荔景苑,98563.0,47.99,其他,473.0
友邻公寓,121420.0,30.72,其他,373.0
阳光里雅居,115556.0,45.0,精装,520.0
汉京确悦,106040.0,77.33,其他,820.01
青春家园,96694.0,83.77,其他,810.01
好来居,99974.0,38.01,精装,380.0
四海公寓,84054.0,41.64,精装,350.0
华联花园,76432.0,71.96,简装,550.0
豪方天际花园,99076.0,75.7,精装,750.01
蛇口统建楼,51318.0,101.33,简装,520.01
金竹园南座,69463.0,113.73,精装,790.0
后海花园,50020.0,125.95,简装,630.0
豪方天际花园,108782.0,76.3,其他,830.01
瑞景华庭,90100.0,30.3,精装,273.0
广博星海华庭,98727.0,69.89,精装,690.0
鼎太风华五期,114633.0,74.15,精装,850.0
山海韵,82995.0,120.49,简装,1000.01
万象新园,65014.0,99.98,精装,650.01
首地容御,94062.0,88.24,简装,830.0
滨海之窗,128977.0,138.01,精装,1780.01
老街新寓,69017.0,34.05,简装,235.0
招商海琴苑,77814.0,97.67,简装,760.01
花园城一期,87520.0,78.84,简装,690.01
雍景湾,128582.0,83.06,精装,1068.0
星海名城三期,79763.0,73.97,简装,590.01
龙联花园,61041.0,94.2,简装,575.01
港湾生活小区,62400.0,62.5,精装,390.0
漾日湾畔,96989.0,183.63,简装,1781.01
朗景园,132444.0,45.68,简装,605.0
南光花园,67477.0,88.92,简装,600.01
月亮湾花园,53053.0,103.67,简装,550.0
高发公寓,58559.0,22.2,其他,130.0
兰丽花园,52791.0,105.7,精装,558.0
桂园,75786.0,81.81,其他,620.01
爱榕园,85314.0,82.05,精装,700.0
南海玫瑰花园三期,111408.0,86.17,精装,960.0
科技园三十六区,106112.0,93.11,简装,988.01
时代骄子大厦,63435.0,93.01,简装,590.01
香格名苑,81202.0,85.59,简装,695.01
南国丽城,69234.0,118.44,其他,820.01
新德家园,76733.0,76.89,精装,590.0
海印长城,99077.0,74.69,简装,740.01
南粤明珠海洋之心,107975.0,119.38,简装,1289.01
佳兆业香瑞园,86022.0,79.05,精装,680.0
新德家园,117384.0,37.91,简装,445.0
新一代国际公寓,78073.0,44.83,精装,350.0
中熙君南山,106146.0,89.5,精装,950.01
城市山谷三期,147728.0,44.0,精装,650.0
汇景豪苑,77133.0,114.09,简装,880.01
天悦湾花园,107509.0,88.83,简装,955.0
中兴之家,73685.0,38.0,简装,280.0
瑞景华庭,92410.0,30.3,简装,280.0
澳城花园一期,131915.0,141.0,精装,1860.0
城市山谷三期,147862.0,43.96,简装,650.0
南国丽城,75000.0,78.0,简装,585.0
桃源村三期,71377.0,82.38,简装,588.0
前海金岸,74229.0,86.22,精装,640.0
学子荔园,73892.0,28.42,简装,210.0
大冲城市花园,142686.0,100.08,精装,1428.0
苏豪名厦,44971.0,108.96,精装,490.0
四季丽晶,94076.0,44.22,精装,416.0
新街口花园,79272.0,59.29,其他,470.0
阳光花地苑,93671.0,74.73,精装,700.0
大冲城市花园,150577.0,80.69,其他,1215.01
米兰第2季,75740.0,40.93,精装,310.0
金海岸大厦,92959.0,43.03,其他,400.0
凯丽花园,101442.0,52.74,简装,535.01
天安公寓,79474.0,36.49,其他,290.0
塘朗城广场东区,70565.0,114.08,其他,805.01
海尚国际,69218.0,104.02,其他,720.01
鼎胜山邻居,86645.0,47.32,精装,410.0
侨洲花园,73171.0,36.9,其他,270.0
中信海阔天空,121007.0,126.44,其他,1530.01
华润城润府一期,154183.0,82.24,精装,1268.0
南水小区,62957.0,88.95,其他,560.0
荔馨村南山区,60172.0,34.9,简装,210.0
西海明珠花园,96900.0,72.24,精装,700.01
信和自由广场,86893.0,67.9,其他,590.0
蔚蓝海岸1期,111049.0,70.78,其他,786.0
山海津,80086.0,74.92,其他,600.0
荔馨村南山区,66031.0,40.89,其他,270.0
瑞景华庭,87459.0,30.3,简装,265.0
前海明珠,65717.0,84.91,其他,558.0
半岛城邦花园二期,111857.0,89.4,精装,1000.0
鼎太风华二期,109837.0,61.0,精装,670.01
阳光海滨花园,141354.0,152.03,简装,2149.0
蔚蓝海岸南山4期,111454.0,68.19,简装,760.0
华润城润府一期,162884.0,87.67,其他,1428.0
深蓝季节,102247.0,29.83,其他,305.0
海景花园,64494.0,113.19,简装,730.01
东方海雅居,75814.0,94.97,其他,720.01
美墅蓝山家园,99938.0,79.85,精装,798.0
桃源村三期,76323.0,83.2,其他,635.01
阳光海景豪苑,98332.0,56.95,简装,560.0
友邻公寓,122449.0,30.38,其他,372.0
龙坤居,66567.0,60.09,其他,400.0
阳光里雅居,109261.0,46.22,其他,505.0
阳光棕榈园三期,80322.0,84.66,其他,680.01
友邻公寓,106455.0,44.62,其他,475.0
金海岸大厦,96260.0,36.36,其他,350.0
南油B区,75626.0,34.38,简装,260.0
四海公寓,85962.0,35.83,精装,308.0
学子荔园,72533.0,31.71,其他,230.0
新一代国际公寓,90643.0,71.71,简装,650.0
蔚蓝海岸1期,104506.0,79.23,简装,828.0
凯丽花园,101961.0,51.0,精装,520.0
科苑西住宅小区,143590.0,39.0,其他,560.0
天源大厦,43017.0,120.42,其他,518.01
松坪村东区三期,82911.0,59.1,其他,490.0
山东大厦,43638.0,114.58,精装,500.0
香格名苑,91595.0,86.25,简装,790.01
前海金岸,74229.0,86.22,简装,640.0
信和自由广场,81413.0,87.21,简装,710.0
蓝月湾畔,100522.0,78.59,简装,790.0
半岛城邦花园二期,107174.0,139.96,精装,1500.01
南荔苑,97814.0,71.36,简装,698.0
凯德公园1号,86505.0,194.21,精装,1680.01
香格名苑,86183.0,174.05,精装,1500.02
阳光海景豪苑,98492.0,57.67,简装,568.0
半岛城邦花园二期,99937.0,158.1,精装,1580.0
松坪村梅苑,72389.0,77.36,精装,560.0
向南瑞峰花园,71680.0,76.73,精装,550.0
后海理想雅园,161417.0,89.83,精装,1450.01
假日湾,97573.0,81.99,简装,800.0
阳光带海滨城二期,157557.0,82.51,精装,1300.0
水湾1979二期,158511.0,100.94,精装,1600.01
爱榕园,86239.0,54.5,简装,470.0
锦绣花园一期,73480.0,117.04,精装,860.01
香山里,93426.0,171.26,精装,1600.01
东方花园桂花苑,64936.0,123.2,精装,800.01
海岸时代公寓,54391.0,50.56,简装,275.0
天鹅堡,90539.0,230.84,精装,2090.0
波托菲诺纯水岸一期,96653.0,206.72,精装,1998.01
后海公馆,120250.0,129.73,精装,1560.0
春天广场,64151.0,106.0,精装,680.0
首地容御,94803.0,89.66,精装,850.0
绿海湾花园,137659.0,116.23,精装,1600.01
蔚蓝海岸2期,93710.0,117.17,简装,1098.0
汉京九榕台,136296.0,174.62,简装,2380.0
国际市长交流中心,57152.0,64.74,简装,370.0
半山海景兰溪谷国际公寓,99832.0,71.12,精装,710.01
燕晗山苑,106405.0,98.68,精装,1050.0
中山颐景花园一期,69827.0,128.89,精装,900.0
南园枫叶国际广场,75846.0,70.67,精装,536.0
西海明珠花园,47085.0,55.22,简装,260.0
东组团,74148.0,90.36,简装,670.0
招东小区,76520.0,91.48,简装,700.0
前海凯御,79095.0,55.63,精装,440.01
荔园小区,91667.0,60.0,精装,550.0
海韵嘉园,98001.0,76.53,精装,750.0
天悦湾花园,96638.0,129.35,精装,1250.01
向南瑞峰花园,80544.0,39.73,精装,320.0
城市山林,112608.0,131.43,精装,1480.01
城市山谷三期,150385.0,166.24,精装,2500.0
塘朗城广场东区,63885.0,140.88,毛坯,900.01
花园城三期,120000.0,115.0,精装,1380.0
鼎胜林栖园,74837.0,106.9,简装,800.01
香山美墅三期,118293.0,185.98,毛坯,2200.01
塘朗城广场东区,68498.0,141.32,毛坯,968.01
百仕达红树西岸,155509.0,372.97,精装,5800.02
香山美墅三期,99042.0,186.79,毛坯,1850.01
半岛花园B区,76805.0,91.14,精装,700.0
海境界家园一期,118182.0,121.0,精装,1430.0
深圳市软件产业基地,73756.0,48.81,精装,360.0
山海津,85450.0,73.26,简装,626.01
天鹅堡,93493.0,246.01,精装,2300.02
华润城润府一期,102440.0,205.0,毛坯,2100.02
波托菲诺纯水岸十五期,157318.0,368.68,毛坯,5800.0
美加广场,72511.0,245.48,简装,1780.0
半岛城邦花园二期,98128.0,244.58,精装,2400.01
波托菲诺纯水岸十五期,168393.0,220.2,毛坯,3708.01
鲸山觐海,116308.0,282.01,毛坯,3280.0
博林天瑞,92862.0,172.3,毛坯,1600.01
卓越浅水湾,135970.0,257.41,精装,3500.0
百仕达红树西岸,144768.0,145.06,简装,2100.0
香山里,83661.0,153.0,精装,1280.01
美庐锦园,85218.0,115.0,精装,980.01
中信红树湾北区,139499.0,193.55,精装,2700.0
天鹅堡,80251.0,242.99,简装,1950.02
澳城花园一期,116376.0,180.45,简装,2100.0
缤纷假日豪园,74707.0,140.55,精装,1050.01
深圳市软件产业基地,75684.0,40.96,简装,310.0
泛海拉菲花园,93070.0,161.17,精装,1500.01
翠薇园,87250.0,80.0,其他,698.0
星海名城一期二组团,83724.0,70.47,精装,590.0
南新苑,69100.0,112.88,其他,780.0
山海韵,100805.0,201.38,毛坯,2030.01
德意名居一期,74973.0,153.39,简装,1150.01
龙城花园,85980.0,87.23,其他,750.0
世界花园,61001.0,144.26,简装,880.0
半岛城邦花园一期,156060.0,221.07,毛坯,3450.02
波托菲诺纯水岸一期,100583.0,176.97,精装,1780.02
波托菲诺纯水岸十六期,143178.0,178.1,毛坯,2550.0
波托菲诺纯水岸十六期,157176.0,165.42,毛坯,2600.01
香山美墅·果岭,111636.0,197.07,毛坯,2200.01
香山美墅·果岭,109612.0,197.06,毛坯,2160.01
世界花园,62388.0,144.26,简装,900.01
波托菲诺纯水岸一期,101667.0,177.05,精装,1800.01
山海韵,96327.0,122.5,毛坯,1180.01
华润城润府一期,125396.0,167.47,精装,2100.01
香山美墅三期,111949.0,185.8,精装,2080.01
海晖大厦,55284.0,95.87,精装,530.01
波托菲诺侨香诺园,100542.0,129.3,简装,1300.01
星海名城五期,100715.0,46.17,精装,465.0
百仕达红树西岸,137808.0,325.09,其他,4480.0
东海万豪广场,142139.0,159.0,精装,2260.01
首地容御,100270.0,144.61,精装,1450.0
阳光海滨花园,146896.0,162.02,精装,2380.01
天鹅堡,113117.0,203.33,简装,2300.01
华昌大厦,57885.0,100.2,简装,580.01
天悦园南山,75665.0,211.46,简装,1600.01
景园大厦(爱榕路),59707.0,175.86,精装,1050.01
华润城润府二期,119440.0,188.38,精装,2250.01
南海玫瑰花园一期,82560.0,237.04,精装,1957.0
中信红树湾南区,169943.0,458.98,精装,7800.04
三湘海尚花园,144844.0,172.6,精装,2500.01
千叶苑,64925.0,184.83,精装,1200.01
半山海景兰溪谷二期,117180.0,201.4,精装,2360.01
麒麟花园A区,83784.0,185.0,精装,1550.0
博海名苑,153506.0,117.26,精装,1800.01
香山里,78214.0,150.87,精装,1180.01
西丽山庄,84118.0,199.72,毛坯,1680.0
博林天瑞,91340.0,293.41,毛坯,2680.01
桑泰丹华一期,85708.0,169.18,精装,1450.01
世纪村三期,86597.0,265.6,其他,2300.02
蔚蓝海岸2期,95140.0,231.24,简装,2200.02
香山美墅·果岭,103291.0,203.31,精装,2100.01
南海玫瑰花园一期,82167.0,238.54,毛坯,1960.01
万科云城,86138.0,98.68,精装,850.01
西海明珠花园,101113.0,89.01,精装,900.01
金晖大厦,58513.0,88.87,精装,520.01
香山里,87312.0,171.57,精装,1498.01
山海韵,88576.0,121.93,精装,1080.01
星海名城一期五组团,76275.0,99.64,简装,760.0
山海津,83355.0,77.98,其他,650.0
皇庭香格里花园,88068.0,40.31,其他,355.0
凯德公园1号,79902.0,193.99,精装,1550.02
凯德公园1号,84960.0,194.21,精装,1650.01
假日湾,81977.0,168.34,简装,1380.0
鲸山觐海,128560.0,311.14,毛坯,4000.02
波托菲诺纯水岸九期,121818.0,245.45,精装,2990.02
波托菲诺纯水岸九期,133527.0,269.61,精装,3600.02
京基御景东方,104876.0,233.61,精装,2450.01
栖游家园,73086.0,86.2,精装,630.0
南海玫瑰花园二期,158551.0,220.75,简装,3500.01
御林华府,151021.0,245.0,精装,3700.01
南海玫瑰花园二期,160976.0,205.0,精装,3300.01
大冲城市花园,116153.0,274.64,精装,3190.03
天悦园南山,75841.0,210.97,精装,1600.02
太古城北,134109.0,156.44,精装,2098.0
东帝海景家园,86737.0,138.35,精装,1200.01
香山美墅二期,134854.0,244.71,精装,3300.01
前海凯御,90828.0,55.6,精装,505.0
万科云城,88340.0,62.26,精装,550.0
凯德公园1号,88304.0,124.57,毛坯,1100.0
中熙君南山,108968.0,88.1,毛坯,960.01
深蓝季节,109921.0,36.39,简装,400.0
鼎太风华二期,88312.0,158.53,简装,1400.01
聚龙居,70349.0,227.44,简装,1600.02
汉京九榕台,130040.0,176.87,精装,2300.02
朗景园,86532.0,161.79,精装,1400.0
豪方天际花园,103395.0,88.98,精装,920.01
缤纷年华,109820.0,93.79,简装,1030.0
侨城馨苑,107510.0,61.39,简装,660.0
侨城馨苑,63958.0,79.74,精装,510.0
深圳湾1号,161410.0,135.06,精装,2180.0
锦绣花园二期,69387.0,180.15,精装,1250.01
中旅广场,64561.0,116.17,精装,750.01
麒麟花园A区,85948.0,139.62,精装,1200.01
文德福花园,69868.0,234.73,精装,1640.01
龟山花园别墅,70920.0,310.21,简装,2200.01
俊峰丽舍,67593.0,106.52,简装,720.0
一辉花园,75964.0,121.11,精装,920.0
现代城华庭,71205.0,105.33,精装,750.0
城市假日花园,68279.0,124.49,简装,850.01
首地容御,96345.0,181.64,精装,1750.01
世界花园,72085.0,86.01,精装,620.0
桃源村二期,57301.0,90.75,简装,520.01
前海明珠,71699.0,84.8,简装,608.01
城市假日花园,66007.0,130.29,简装,860.01
十五峯花园,76230.0,150.86,精装,1150.01
一辉花园,72762.0,178.39,精装,1298.0
侨城馨苑,67871.0,86.93,简装,590.0
阳光带海滨城二期,148810.0,120.96,精装,1800.01
翠薇园,91112.0,134.78,精装,1228.01
太古城南,163167.0,70.48,精装,1150.0
翠薇园,89362.0,70.5,简装,630.0
假日湾,93268.0,83.63,简装,780.0
假日湾,79954.0,144.96,精装,1159.01
京基御景东方,107833.0,190.11,精装,2050.01
麒麟花园A区,101904.0,81.94,简装,835.0
半山海景兰溪谷一期,104996.0,157.15,精装,1650.01
文竹园,96526.0,88.06,简装,850.01
中海深圳湾畔花园,78418.0,114.77,精装,900.0
中海深圳湾畔花园,79069.0,115.09,精装,910.01
浪琴半岛,147124.0,251.49,精装,3700.02
香山里,82781.0,144.72,精装,1198.01
半山海景兰溪谷一期,110077.0,147.17,精装,1620.0
现代城梦想家园,81700.0,79.56,精装,650.01
龙祥苑,69631.0,83.01,简装,578.01
汉京山,104095.0,57.64,精装,600.0
京基御景东方,106815.0,234.05,精装,2500.01
花园城三期,114215.0,96.31,精装,1100.0
中旅广场,74227.0,121.25,精装,900.0
中信红树湾南区,158125.0,199.21,精装,3150.01
太古城北,134237.0,156.44,精装,2100.0
鲸山觐海,161515.0,402.44,毛坯,6500.01
天地峰景,75497.0,105.7,精装,798.0
京基御景东方,100909.0,118.92,精装,1200.01
麒麟花园A区,104645.0,69.76,精装,730.0
塘朗雅苑,84986.0,77.66,精装,660.0
世纪村一期,90369.0,171.52,精装,1550.01
京基御景东方,105961.0,234.05,精装,2480.02
南海玫瑰花园二期,107704.0,97.49,简装,1050.01
海境界家园一期,148415.0,88.94,精装,1320.0
科技园三十四区,104589.0,85.0,精装,889.01
塘朗雅苑,89225.0,87.42,精装,780.0
万象新园,52996.0,217.0,精装,1150.01
波托菲诺纯水岸十五期,154151.0,253.0,精装,3900.02
中海深圳湾畔花园,80545.0,104.29,精装,840.0
十五峯花园,115283.0,260.23,精装,3000.01
南海玫瑰花园一期,129506.0,220.84,精装,2860.01
新天鹅堡,166056.0,258.95,毛坯,4300.02
红树别院,153222.0,174.91,精装,2680.01
京基御景东方,115906.0,224.32,精装,2600.0
首地容御,88227.0,204.02,精装,1800.01
中信红树湾南区,133377.0,155.95,精装,2080.01
蔚蓝海岸3期,118568.0,158.56,精装,1880.01
佳兆业前海广场二期,67049.0,71.59,其他,480.0
前海花园三期,80188.0,81.06,其他,650.0
中润百分百公寓,71778.0,100.31,精装,720.01
花园城三期,132630.0,35.06,简装,465.0
前海枫叶大厦,76129.0,55.17,精装,420.0
诺德假日花园,107759.0,111.36,精装,1200.0
华润城润府一期,91117.0,241.45,毛坯,2200.02
阳光带海滨城二期,143825.0,118.2,精装,1700.01
雍华府,104074.0,257.51,简装,2680.01
欧陆经典,63107.0,97.93,简装,618.01
塘朗雅苑,89030.0,129.17,毛坯,1150.0
景园大厦(爱榕路),62457.0,113.68,简装,710.01
香山里,78948.0,171.0,精装,1350.01
京光海景花园,62270.0,130.08,简装,810.01
高山花园,102288.0,190.64,精装,1950.02
西湖林语,133649.0,130.94,精装,1750.0
康佳苑,94612.0,135.29,精装,1280.01
京基御景东方,126215.0,233.73,精装,2950.02
桑泰丹华,97142.0,144.12,精装,1400.01
